alim_ssgrp_nom_fr,alim_nom_fr,kCal,Prot,Glucides,Lipides,Sucre,Fibres,Acides organiques,Acides gras satur,Ca,Cu,Fe,I,Mg,Mn,P,K,Se,Na,Zn,Beta-carotene,E,C,B1,B2,B3,B5,B6,B9
viandes crues,"Cervelle, porc, crue",128,"10,3","1,02","9,21",-,0,0,"2,08",10,"0,24","1,6","0,6",14,"0,094",282,258,9,120,"1,27",-,-,"13,5","0,16","0,28","4,28","2,8","0,19",6
viandes crues,"Cervelle, veau, crue",116,"10,3","0,33","8,21",-,0,0,"1,91",10,"0,22","2,13","0,62",14,"0,037",274,315,"11,6",127,"1,11",-,-,14,"0,13","0,26","4,3","2,72","0,28",3
viandes crues,"Coeur, boeuf, cru",103,"18,5","0,7","2,95",0,0,0,"0,74","5,48","0,35","5,14","1,8",19,"0,034",213,264,"23,5","81,7","1,49",0,"0,21",2,"0,29","0,83","6,78","2,15","0,11","11,5"
viandes crues,"Coeur, poulet, cru",149,"15,6","0,69","9,32",-,0,0,"2,66",12,"0,35","5,96",-,16,"0,089",177,177,-,69,"6,59",-,-,"3,2","0,23","0,73","4,88","2,56","0,3","58,5"
viandes crues,"Coeur, dinde, cru",135,"16,7","0,4","7,44",0,0,0,"1,92",18,"0,49","3,7",-,21,"0,1",183,179,-,129,"3,21",23,"0,31",3,"0,17","1,13","6,44","3,12","0,48",6
viandes crues,"Coeur, agneau, cru",118,"16,5","0,21","5,68","0,21",0,0,"2,25",6,"0,4","4,6",-,17,"0,046",175,316,-,89,"1,87",0,"0,48",5,"0,37","0,99","6,14","2,63","0,39",2
viandes crues,"Coeur, porc, cru",108,"17,1","0,27","4,33",0,0,0,"1,08","5,15","0,41","5,34","1,1",20,"0,051",187,296,"12,1","81,5","2,45",0,"0,42","4,15","0,53","1,09","6,63","2,51","0,41","6,5"
viandes crues,"Coeur, veau, cru",105,"16,1","1,64","3,84",-,0,0,"1,24","4,71","0,32","3,92","1,9",20,"0,034",213,261,14,"90,5","1,44",-,"0,8","6,5","0,43","0,84","6,2","2,79","0,37",11
viandes crues,"Foie, agneau, cru",137,"21,8","0,16","5,45","0,16",0,0,"1,45",7,"6,98","6,43",4,19,"0,18",364,313,"48,7","57,4",4,72,"0,69",4,"0,34","3,63",18,"6,13","0,37",230
viandes crues,"Foie, génisse, cru",136,21,"3,33","4,3",0,0,0,"1,26","5,95","8,08","5,92","4,3","19,5","0,35",368,307,"39,3","59,9","3,57",232,"0,4",23,"0,18","2,88","15,4","7,44","0,52",1300
viandes crues,"Foie, veau, cru",120,"15,5","5,64","3,4",0,0,"1,54","1,31","4,9",22,"4,6",< 20,18,"0,13",280,320,40,"62,7","5,3",11,"0,79","9,75","0,14","0,67","17,1","3,13","0,5",1180
viandes crues,"Foie, volaille, cru",133,"21,3","1,13","4,88",0,0,0,"1,65",12,-,9,-,-,-,-,-,-,83,-,-,-,25,-,-,-,-,-,-
viandes crues,"Foie, lapin, cru",134,19,"5,39",4,"3,75",0,0,"0,81","12,3","0,81","6,61","2,69","24,2","0,14",241,335,"75,1","69,5","2,04",140,"0,13",9,"0,31","0,5","5,7",-,"0,5",5
viandes crues,"Foie, poulet, cru",120,"18,8","0,78","4,62",0,0,0,"1,46","10,5","0,5","8,68","2,4",19,"0,24",309,233,"49,8","69,3","2,79",56,"0,51","19,7","0,35","2,36","9,54","6,41","0,83",1640
viandes crues,"Foie, dinde, cru",123,"18,3",0,"5,5",0,0,0,"1,66",20,"0,86","8,94",-,24,"0,3",279,214,-,131,"3,37",29,"0,24","24,5","0,21","2,25","11,2","6,28","1,04",677
viandes crues,"Foie, porc, cru",124,"20,6","0,98","4,2","0,98",0,0,"1,66","7,74","0,84","18,4","3,1",18,"0,37",329,272,"47,6",137,"6,27",0,"0,2","25,2","0,29","2,98","15,7","6,53","0,68",606
viandes crues,"Foie, oie, cru",129,"16,3","6,34","4,29",-,0,0,"1,59",43,"7,52","30,5","2,8",22,0,261,235,61,109,"3,07",-,-,"4,5","0,56","2,05","6,5","6,18","0,85",738
viandes crues,"Foie, canard, cru",131,"18,7","3,54","4,62",-,0,0,"1,44",11,"5,96","30,5",-,22,"0,26",269,235,124,109,"3,07",-,-,"4,5","0,56","0,89","6,5","6,18","0,76",738
viandes crues,"Langue, boeuf, crue",195,"16,8","0,82","13,8","0,2",0,0,"4,69","6,5","0,15","2,27","2,3",17,"0,028",147,303,"11,9","68,6","3,31",0,"0,1","2,9","0,1","0,34","4,2","1,33","0,17",13
viandes crues,"Langue, veau, crue",153,17,"1,37","8,84",-,0,0,"3,73","5,7","0,18","2,51","2,3",17,"0,026",166,256,2,"87,5","3,02",-,"0,1","3,85","0,13","0,35","2,61","1,6","0,16",12
viandes crues,"Langue, porc, crue",189,"16,6","0,16","13,6",0,0,0,"4,97","11,3","0,15","2,75","1,4",18,"0,023",194,263,12,101,"2,81",0,"0,2","3,55","0,41","0,45","5,3","1,32","0,3",6
viandes crues,"Ris, agneau, cru",131,"14,6","2,35","7,04",0,0,0,"3,12","5,5","0,13","1,64","1,8","13,6","0,061",400,380,6,"70,3","1,92",-,"0,04",38,"0,063","0,21","3,95",1,"0,05",13
viandes crues,"Ris, veau, cru",101,"17,4","1,17","3,02",0,0,0,"1,25","2,67","0,08","1,52",3,"14,6","0,019",477,414,6,72,"1,43",0,"0,09","49,2","0,13","0,19","3,89","1,23","0,035",22
viandes crues,"Rognon, boeuf, cru","95,9","17,1","0,9","2,65",0,0,0,"0,5","11,2","0,43","7,04","4,2",16,"0,11",243,236,118,169,"1,52",0,"0,21","12,2","0,4","2,37","7,91","3,91","0,36",89
viandes crues,"Rognon, porc, cru","94,6","16,4","0,26","3,13",-,0,0,"1,02","7,99","0,67","4,1","4,4","17,5","0,14",221,237,182,141,"2,67",-,"0,2","13,3","0,32","1,67","8,21","3,17","0,53",42
viandes crues,"Rognon, agneau, cru","92,8","15,7","0,82","2,95",0,0,0,1,13,"0,45","6,38",7,17,"0,12",246,277,110,156,"2,24",-,"0,43",11,"0,62","2,24","7,51","4,22","0,22",28
viandes crues,"Rognon, veau, cru","94,9",16,"2,4","2,36",-,0,0,"0,82","10,2","0,44","5,08","4,2","15,5","0,1",243,248,120,185,"1,84",-,"0,2","9,5","0,35","1,9","6,5","3,65","0,44","50,5"
viandes crues,"Tripes, boeuf, crues","81,5","12,1",0,"3,69",0,0,0,"1,29",69,"0,07","0,59",-,13,"0,085",64,67,-,97,"1,42",0,"0,09",3,0,"0,064","0,88","0,23","0,014",5
viandes crues,"Sang, boeuf, cru","82,1","19,5","0,8","0,12","0,8",0,0,"0,04",4,-,"46,5",-,-,-,"14,5",107,-,240,"0,2",93,"0,4",-,"0,055","0,065","0,85",-,0,7
viandes crues,"Gésier, poulet, cru",104,"17,3","0,3","3,75",0,0,0,"1,12",11,"0,12","2,49","0,4",14,"0,055",148,213,-,"73,3","2,72",0,"0,27","3,7","0,059","0,14","4,09","0,63","0,12","21,5"
,Charcuterie (aliment moyen),242,"19,6","1,91","17,3","0,89","0,33","0,0054","6,77","13,8","0,19","1,66","9,7","22,1","0,074",196,388,"10,2",1010,"2,27",50,"0,4",,"0,47","0,28","5,71",,"0,3","14,9"
charcuteries,Jambon persillé en gelée,152,19,"0,48","7,9","0,3",0,"1,02","2,8",12,"0,08","0,72",< 20,15,"0,04",130,280,< 20,669,"1,7",103,"0,33","10,4","0,22","0,057","2,11","0,41","0,15","11,8"
charcuteries,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,161,"19,9",0,"9,08",0,0,traces,"3,11","7,67","0,094","0,88",-,22,"0,026",217,338,-,64,"2,15",0,"0,23","0,8","0,71","0,26","5,4","0,7","0,48",8
charcuteries,Filet de bacon,118,"23,1","0,7","2,6","< 0,2",0,traces,"1,02","3,8","0,03","0,4",< 20,23,"< 0,01",190,470,< 20,1270,"1,4",0,"0,45","6,55","0,6","0,082","6,53","0,93","0,34","49,1"
charcuteries,"Jambon cuit, fumé",135,20,"0,79","5,8","0,62","0,1",traces,"2,36","4,3","0,077","1,77",< 5,"23,5","< 0,1",188,261,14,797,"1,8",0,"0,1",-,"0,65","0,17","6,95","0,42","0,46","17,4"
charcuteries,"Jambon cuit, supérieur",125,"20,8","0,81","4,28","0,77","< 0,15",traces,"1,58",< 20,"0,2","0,54",< 5,"22,5","< 0,2",193,362,"10,4",749,2,0,"0,25","18,1","0,54","0,2","5,73","0,4","0,3",16
charcuteries,"Jambon cuit, supérieur, avec couenne",137,"20,2","0,91","5,82","0,77","0,33",traces,"2,13",-,-,-,-,-,-,265,-,-,744,-,-,-,-,-,-,-,-,-,-
charcuteries,"Jambon cuit, supérieur, découenné",117,"20,5","0,77","3,52","0,76","0,05",traces,"1,36",14,-,"1,5",-,-,-,135,440,-,742,"6,5",0,"0,05",-,"0,52","0,25","2,6",-,"0,22",0
charcuteries,Jambon à l'os braisé,238,"21,6","0,3","16,8",0,0,traces,"5,98",7,"0,083","0,87",-,19,"0,014",214,286,-,1190,"2,32",0,"0,36",-,"0,6","0,22","4,46","0,46","0,38",3
charcuteries,"Jambon cuit, supérieur, découenné dégraissé",119,"20,3","1,03","3,66","0,82","0,32",traces,"1,24",< 20,"0,2","0,8",6,"22,6","< 0,2",210,313,11,722,"2,2",0,"0,17",-,"0,64","0,27","5,6","0,7","0,3","2,7"
charcuteries,"Jambon cuit, supérieur, à teneur réduite en sel",121,"20,8","0,74","3,83","0,74","< 0,42",traces,"1,5",-,-,-,-,-,-,-,-,-,575,-,-,-,-,-,-,-,-,-,-
charcuteries,"Jambon cuit, choix",125,"19,5","1,7","4,5","1,7","0,08",traces,"1,78",-,-,-,-,-,-,146,-,-,945,-,-,-,-,-,-,-,-,-,-
charcuteries,"Épaule de porc, cuite, choix, découennée dégraissée",121,18,"1,93","4,5","1,35","< 0,5",traces,"1,4",11,"0,13","1,08",-,16,"0,03",143,292,-,950,"2,94",0,"0,26",-,"0,73","0,23","4,8","0,65","0,37",4
charcuteries,"Jambon cuit, choix, avec couenne",137,"19,4","0,55","6,3","< 0,2",0,traces,-,-,-,-,-,-,-,136,-,-,1200,-,-,-,-,-,-,-,-,-,-
charcuteries,"Jambon cuit, choix, découenné dégraissé",114,"19,6","1,61","3,24","1,32","0,15",traces,"1,18",10,-,-,-,-,-,145,358,-,774,-,-,-,-,-,-,-,-,-,-
charcuteries,Rond de jambon cuit,182,"20,3","1,4","10,6",traces,0,traces,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,"Dés, allumettes, râpé ou haché de jambon",121,"17,9","2,08","4,46","1,69","0,36",traces,"1,81",-,-,-,-,-,-,-,-,-,811,-,-,-,-,-,-,-,-,-,-
charcuteries,"Épaule de porc, cuite, standard, découennée dégraissée",123,"13,7","3,58","5,98",traces,0,traces,-,-,-,-,-,-,-,155,-,-,1450,-,-,-,-,-,-,-,-,-,-
charcuteries,"Jambon cuit, de Paris, découenné dégraissé",115,20,"1,08","3,42",-,0,traces,-,-,-,-,-,-,-,426,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,"Dés, allumettes, râpé ou haché de jambon de volaille",132,18,"1,58","5,88","1,25","0,5",traces,"2,35",-,-,-,-,-,-,-,-,-,850,-,-,-,-,-,-,-,-,-,-
charcuteries,"Jambonneau, cuit",162,"23,2","0,4","7,52","0,4",0,traces,"2,93",-,-,-,-,-,-,123,-,-,910,-,-,-,-,"0,4","1,81","4,2",-,"0,29",-
charcuteries,Jambon de poulet ou Blanc de poulet en tranche,106,"20,7","1,39","1,79","1,13","0,53",traces,"0,54","6,3","0,04","0,34",< 20,29,"0,01",240,380,< 50,766,"0,58",-,"0,51","17,9","0,086","0,08","9,62","1,16","0,3","5,64"
charcuteries,Jambon de dinde ou Blanc de dinde en tranche,104,"20,9","1,29","1,67","1,08","0,39",traces,"0,54","7,1","0,04","0,35",< 20,26,"0,02",230,370,< 50,763,"0,92",-,"0,11","26,3","0,058","0,065","8,86","0,61","0,35","17,3"
charcuteries,Jambon cru,225,"25,9","0,76","13,2","0,75",traces,traces,"5,09","10,4","0,079","0,97","1,2","36,2","0,012",228,591,"5,66",2250,"2,37",0,"0,21",13,"0,89","0,21","8,1",-,"0,56","1,24"
charcuteries,"Jambon cru, fumé",246,"24,2","0,98","16,1","0,53",0,traces,"6,72","5,16","< 0,1","0,9",< 5,20,"< 0,1",275,256,"24,2",2050,"0,28",-,"0,03",0,"0,41","0,19","3,4","0,6","0,4","1,5"
charcuteries,"Jambon sec, découenné, dégraissé",192,"26,3","0,3","9,5","0,3",0,traces,"3,47",-,-,"1,4","1,2",-,-,230,-,-,2410,-,-,-,-,"1,2","0,3","8,7",-,"0,6",-
charcuteries,"Jambon cru, fumé, allégé en matière grasse",142,"27,7","0,1","3,4",traces,0,traces,"0,71",-,-,-,-,-,-,-,-,-,1700,-,-,-,-,-,-,-,-,-,-
charcuteries,Jambon de Bayonne,228,28,"0,63","12,6","0,5",traces,traces,"4,93",-,-,-,-,-,-,-,554,-,2270,-,-,-,13,-,-,-,-,-,-
charcuteries,Jambon sec,230,"28,7","0,48","12,6","0,33",traces,traces,"4,99",-,-,-,-,-,-,-,-,-,2250,-,-,-,-,-,-,-,-,-,-
charcuteries,Jambon sec de Parme,248,"27,2","0,3","15,4","0,3",0,traces,"5,42",16,-,"0,7",-,-,-,-,-,-,2180,-,-,-,13,-,-,-,-,-,-
charcuteries,Jambon sec Serrano,235,"30,4","0,76","12,3","0,36",traces,traces,"5,2",-,-,-,-,-,-,-,-,-,1990,-,-,-,-,-,-,-,-,-,-
charcuteries,Coppa,284,25,1,20,"0,5",0,traces,"6,83",-,-,-,12,-,-,-,-,-,1800,-,-,-,-,-,-,-,-,-,-
charcuteries,Pancetta ou Poitrine roulée sèche,342,"20,2","0,75","28,8","0,43",0,traces,"12,5","6,2","0,06","0,71",< 20,18,"0,05",160,370,< 20,1650,"2,5",-,"0,94","14,3","0,51","0,12","4,54","0,84","0,27","18,3"
charcuteries,Saucisson sec,418,"24,2","2,41","34,5","1,2","0,73",traces,"11,3","14,4","0,099","1,27",7,32,"0,12",237,583,< 10,1900,"2,7",0,"0,16",5,"0,62","0,37","8,55",-,"0,43","1,64"
charcuteries,Saucisson sec pur porc,416,"27,6","1,79","33,1",1,"0,6",traces,"12,4","15,8","0,4","1,68","4,1","26,7","< 0,2",243,525,"11,8",1880,"3,6",-,"0,58",5,"0,6","0,3","8,64",-,"0,43","1,35"
charcuteries,"Saucisson sec pur porc, qualité supérieure",366,"27,7","1,65","27,6","1,65","< 0,5",traces,"10,9",< 20,"0,3","1,6",-,"29,5","< 0,2",260,510,5,1790,"3,5",-,"0,74",5,"0,7",-,"8,2",-,"0,45","2,8"
charcuteries,Rosette ou Fuseau,380,"24,2","1,79","30,7","1,46",traces,traces,"11,8",44,"0,3","1,2","36,2","40,3","< 0,1",205,488,7,1790,"2,9",-,"0,35","2,3","0,68","0,22","6,87","1,21","0,48","25,3"
charcuteries,Saucisse sèche,451,"27,3","1,7","37,1","1,21","0,59",traces,"14,5",-,-,-,7,-,-,-,-,-,1900,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisson sec aux noix et/ou noisettes,477,"27,7","1,78","39,7","1,04","0,75",traces,"14,1",-,-,-,-,-,-,-,-,-,1660,-,-,-,-,-,-,-,-,-,-
charcuteries,"Chipolata, cuite",307,19,"0,8","25,3","0,8",0,traces,"9,2","11,8","0,072","1,27",-,"28,1","0,034",-,507,< 10,855,"2,61",-,-,-,-,-,-,-,-,-
charcuteries,"Saucisse de Toulouse, cuite",278,"18,8",1,"22,1","0,6",0,traces,"8,2","11,5","< 0,1","0,9",8,"18,2","< 0,1",141,650,9,686,"2,2",< 30,"0,35",< 1,"0,41","0,22","4,4","0,56","0,24",< 20
charcuteries,"Chair à saucisse, crue",323,"14,7","0,6","29,1",0,0,traces,-,"14,1",-,"1,2",6,"17,1",-,-,293,-,556,"2,3",-,-,-,-,-,-,-,-,-
charcuteries,"Chair à saucisse, pur porc, crue",273,"15,4","5,25","21,2",0,0,traces,"7,87",14,"0,045","0,88",-,19,"0,01",175,287,-,56,"2,2",-,"0,28","0,7","0,73","0,24","4,34","0,67","0,38",5
charcuteries,"Chair à saucisse, porc et bœuf, crue",309,"11,8","4,4","26,5",0,"2,6",traces,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse de Morteau,397,16,1,"36,6","0,5",0,traces,-,-,-,-,7,-,-,-,-,-,1040,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse de Montbéliard,319,"17,3",1,"27,3","0,75",0,traces,"10,5","29,9","0,1","0,5","29,7","26,8","< 0,1",146,311,< 5,931,2,0,"0,34","< 0,5","0,53","0,18","5,28","0,74","0,34","28,5"
charcuteries,"Saucisse de Morteau, bouillie/cuite à l'eau",323,"15,2",0,"29,1",0,traces,traces,"12,2","8,4","< 0,1","0,8",9,15,"< 0,1",126,230,7,809,"1,9",< 30,"0,13",< 1,"0,41","0,15","3,75","0,61","0,27",< 20
charcuteries,"Saucisse de Toulouse, crue",327,"13,2",1,30,1,traces,traces,"11,3","28,9","0,069","0,9",7,"21,7","0,023",137,-,"11,2",747,"2,22",-,-,-,-,-,-,-,-,-
charcuteries,"Chipolata, crue",253,"15,8",1,"20,6","0,32","0,4",traces,"7,61",< 20,"0,8","0,48",7,"16,6","< 0,2",144,404,"5,44",722,"1,76",0,"0,34",-,"0,4",-,"4,6",-,"0,21","1,5"
charcuteries,Saucisse suisse à cuire,323,15,"0,59",29,0,traces,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse alsacienne fumée ou Gendarme,300,19,-,"24,9",0,traces,traces,"8,56","18,3","0,1","2,2",2,"21,3","< 0,1",202,283,-,1100,"1,5",-,"0,64","16,8","0,37","0,15","5,35","0,54","0,25",< 16
charcuteries,"Saucisse de volaille, façon charcutière",231,"16,8","1,19","17,7","0,9",traces,traces,"6,2",8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,"Saucisse de volaille, type Knack",256,"12,8","1,82","21,9","1,52","0,28",traces,"6,77",-,-,-,-,-,-,-,-,-,988,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse de Francfort,271,"13,7","1,24","23,4",1,"< 0,5",traces,9,"16,5","0,18","0,91",14,"11,9","< 0,2",152,164,"5,48",790,"1,4",-,"0,1",-,"0,29","0,2","2,47",-,"0,11","1,6"
charcuteries,"Merguez, crue",316,"13,5","2,5",28,2,0,traces,"11,2","22,1","0,083",-,7,"23,3","0,055",60,-,"2,38",900,"2,78",-,-,-,-,-,-,-,-,-
charcuteries,"Merguez, pur bœuf, crue",436,11,-,"43,5",0,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,"Merguez, porc et bœuf, crue",415,"11,5",-,41,0,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,"Merguez, bœuf, mouton et porc, crue",358,"14,6",-,"33,3",0,0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,"Merguez, boeuf et mouton, cuite",283,"19,8","1,8","21,8","1,6",0,traces,12,38,"0,081","2,04",25,"22,8","0,04",128,513,< 10,930,"3,3",560,"1,7",< 1,"0,059","0,2","4,7","0,26","0,24",< 20
charcuteries,"Merguez, boeuf et mouton, crue",315,14,"2,8","27,6",0,0,traces,-,-,-,-,-,-,-,-,-,-,630,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse de foie,374,"11,7","0,9","35,9","0,9","0,3",traces,12,41,-,"5,3",-,-,-,154,143,58,810,"2,7",0,"2,15",2,"0,24","0,92","3,6",-,"0,17",23
charcuteries,"Diot, cru",342,18,-,30,0,0,traces,-,-,-,-,-,-,-,-,-,-,900,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse de Strasbourg ou Knack,291,"12,4","1,39","25,9","1,06","1,37",traces,"10,9","23,7","0,065","1,12",7,"13,4","0,015",152,204,< 10,942,"1,13",0,"0,38","9,4","0,29","0,2","2,47",-,"0,11","1,6"
charcuteries,Saucisse cocktail,290,"12,7","1,46","25,9","1,09","0,27",traces,"9,59","31,6","< 0,1","0,65",14,20,"< 0,1",112,305,5,849,"1,1",-,"0,1","8,8","0,2","0,14","2,43","0,3","0,13","24,2"
charcuteries,"Saucisse viennoise, crue",233,"10,3",-,"21,3",0,traces,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse de jambon pur porc,224,"15,7",1,"17,5","0,7",0,traces,"6,8",-,-,-,-,-,-,-,-,-,780,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse de bière,319,13,-,"29,7",0,traces,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse de langue à la pistache,294,"15,3",-,"25,8",0,traces,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,Saucisse (aliment moyen),289,"17,4","1,16","23,8","0,89","0,29",0,"9,61","18,5","0,068","1,28","11,1","20,5","0,038",145,467,"6,33",847,"2,21",136,"0,65","4,09","0,3","0,2","3,92",,"0,2","7,34"
charcuteries,Confit de foie de porc,346,16,"14,1",25,1,"0,5",0,"9,5",-,-,-,-,-,-,-,-,-,605,-,-,-,-,-,-,-,-,-,-
charcuteries,Confit de foie de volaille,356,14,"7,42",30,traces,0,0,11,-,-,-,-,-,-,-,-,-,770,-,-,-,-,-,-,-,-,-,-
charcuteries,Pâté au poivre vert,358,"10,1","1,45","34,6",0,traces,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,Pâté ou terrine de campagne,318,"14,7","7,07","25,5","1,71","0,61",0,10,"12,3","0,92","6,1",10,"15,4","0,15",185,212,"17,2",762,"3,13",0,"0,38","5,9","0,14","0,8","6,8",-,"0,19",24
charcuteries,Pâté breton,363,11,"2,88",34,1,"0,5",0,13,-,-,-,-,-,-,-,-,-,669,-,-,-,-,-,-,-,-,-,-
charcuteries,Terrine de canard,304,"13,4","0,11","27,4","0,11","1,75",0,"9,84","40,4","0,4","3,1","11,2","10,1","< 0,1",178,166,9,615,"2,8",0,"0,61","3,2","0,15","0,87","6,31","2,15","0,27",168
charcuteries,Pâté de lapin,255,"16,3",2,"20,2",0,0,0,"8,8","12,5",-,"3,05",4,26,-,212,311,-,341,-,0,"0,4","0,74","0,23","0,14","5,03",-,"0,27",-
charcuteries,Terrine de lapin,281,"16,5","5,67","21,2","0,95",1,0,"7,9",-,-,-,-,-,-,-,-,-,738,-,-,-,-,-,-,-,-,-,-
charcuteries,Pâté de gibier,284,15,4,23,2,"0,5",0,9,-,-,-,-,-,-,-,-,-,610,-,-,-,-,-,-,-,-,-,-
charcuteries,Pâté ou terrine aux champignons (forestier),329,"12,6","5,93","28,1","1,95","0,58",0,"10,6",-,-,-,-,-,-,-,-,-,690,-,-,-,-,-,-,-,-,-,-
charcuteries,"Pâté de foie de porc, supérieur",341,13,"2,4",31,0,traces,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,5",-,-,-,-,-,-
charcuteries,Pâté de foie de porc,355,"10,8","2,91","33,3","1,38","0,2",0,"11,6",11,"0,49","6,08","30,2","14,1","0,14",163,180,21,671,"2,68",0,"1,07","21,3","0,2","1,11","5,6","1,67","0,2",252
charcuteries,Mousse de foie de porc supérieure ou Crème de foie,322,"11,1","10,3","26,1","2,18","0,72",0,"10,5",-,-,-,-,-,-,-,-,-,790,-,-,-,-,-,-,-,-,-,-
charcuteries,Mousse de foie de porc,287,12,"3,39","24,9","1,89","0,75",0,"9,34","18,5","0,42","4,02",-,"11,7","< 0,2",148,180,"16,9",680,"2,36",-,"0,41",-,"0,11",-,"5,11",-,"0,16","9,84"
charcuteries,Mousse de canard,395,"10,1","7,07","36,1","2,05","0,45",0,"13,7",-,-,-,-,-,-,-,-,-,627,-,-,-,-,-,-,-,-,-,-
charcuteries,Pâté de foie de volaille,276,"13,8","3,74","22,9","0,81",0,0,"7,12",10,"0,18","9,19",10,13,"0,16",175,95,-,467,"2,14",0,"0,98",10,"0,052","1,4","7,52","2,62","0,26",321
charcuteries,Pâté de foie d'oie,459,"11,4","4,67","43,8",0,0,0,"14,5",70,"0,4","5,5",-,13,"0,12",200,138,-,697,"0,92",-,-,2,"0,088","0,3","2,51","1,2","0,06",60
charcuteries,Pâté (aliment moyen),324,"13,2","7,61","26,6","1,77","0,6",0,"10,2","13,4","0,68","5,55","13,5","15,1","0,15",174,193,18,706,"2,75",0,"0,56","8,94","0,15","0,82","6,06",,"0,19","89,6"
charcuteries,Pâté en croûte,292,11,"22,9","17,1","3,47","1,5",0,"8,33","19,7","0,1","1,1",6,"15,8","0,2",130,151,-,723,"1,3",0,"0,41","4,5","0,17","0,26","2,7","0,41","0,091",30
charcuteries,Rillettes traditionnelles de porc,390,"14,3","0,2","36,9",0,traces,0,"14,6",-,-,1,-,-,-,148,-,-,1600,-,-,-,-,-,-,-,-,-,-
charcuteries,Rillettes pur porc,413,"16,7","< 0,1","38,3","< 0,2","< 0,5","0,37","15,2","6,9","0,06","0,91",< 20,15,"0,03",130,240,< 20,389,"2,3",< 5,"1,13","< 0,5","0,069","0,045","3,32","0,59","0,086","14,3"
charcuteries,Rillettes de Tours,522,18,traces,50,0,traces,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,Rillettes du Mans,420,"15,6","4,7","37,6","0,13","0,21",0,"14,8",-,-,-,-,-,-,-,-,-,504,-,-,-,-,-,-,-,-,-,-
charcuteries,Rillettes pur oie,417,"14,7",traces,"39,8",0,traces,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
charcuteries,Rillettes de canard,417,"15,4","0,34","39,3",traces,traces,0,13,-,-,-,-,-,-,-,-,-,520,-,-,-,-,-,-,-,-,-,-
charcuteries,Rillettes d'oie,459,"17,6","0,7","42,9",0,traces,0,-,-,-,-,-,-,-,-,-,-,433,-,-,-,-,-,-,-,-,-,-
charcuteries,Rillettes de poulet,340,"16,4","0,49","30,3","0,36","0,25",0,"10,7",-,-,-,-,-,-,-,-,-,470,-,-,-,-,-,-,-,-,-,-
charcuteries,"Quenelle de veau, en sauce",165,"3,52","15,6","9,5","0,94","1,39",0,"4,56",-,-,-,-,-,-,-,-,-,457,-,-,-,-,-,-,-,-,-,-
charcuteries,"Quenelle de volaille, crue",187,"9,3","14,1","10,1","1,2","1,1",0,"1,5",-,-,-,-,-,-,-,-,-,295,-,-,-,-,-,-,-,-,-,-
charcuteries,"Quenelle de volaille, en sauce",138,"3,55","10,3","8,92","1,92","1,2",0,"4,95",-,-,-,-,-,-,-,-,-,432,-,-,-,-,-,-,-,-,-,-
charcuteries,"Quenelle de poisson, en sauce",135,"3,79","10,5","8,51","0,97","0,72",0,"3,95",-,-,-,-,-,-,-,-,-,433,-,-,-,-,-,-,-,-,-,-
charcuteries,"Quenelle de poisson, crue",245,"8,1","23,6","12,7","1,9","2,15",0,"8,2","27,7","0,09","0,84",-,"11,9","0,13","71,1","98,8",-,370,"0,82",-,-,-,-,-,-,-,-,-
charcuteries,"Quenelle nature, crue",217,"7,68","14,8","13,7","2,15","2,15",0,-,-,-,-,-,-,-,-,-,-,410,-,-,-,-,-,-,-,-,-,-
